,id,name,type_code,type,status_code,status,ogrid,ogrid_name,district_code,district,county_code,county,ulstr,latitude,longitude,projection,directional_status,details,files,status2,symbology,year_spudded,spud_date,measured_vertical_depth,true_vertical_depth,pool_id_list,effective_date,plug_date,GlobalID,geometry
102404,30-045-35876,ATHENA 2308 14L #003H,O    ,Oil,A,Active,289408,"LOGOS OPERATING, LLC",3,Aztec,45,San Juan,L-14-23N-08W,36.225737,-107.658241,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35876&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358760000&GISReferenceSource=ArcGISOnline,A,OA,2018.0,2018-06-07 00:00:00+00:00,0.0,0.0,[97232] BASIN MANCOS,2018-06-05 00:00:00+00:00,,{4E5B7C62-5B7F-4AE9-AC29-D1EF79345640},POINT (-107.658241 36.22573700000004)
102448,30-045-35526,LYBROOK M35 2308 #001H,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,M-35-23N-08W,36.1770058,-107.6555634,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35526&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045355260000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-09-25 00:00:00+00:00,9941.0,0.0,[1039] ALAMITO-GALLUP (O),2019-04-01 00:00:00+00:00,,{BFFE5384-8D19-4AD7-8203-D46043EFBE37},POINT (-107.6555633999999 36.17700580000007)
102461,30-045-25853,CROW MESA #001,O    ,Oil,A,Active,9338,GREAT WESTERN DRILLING CO,3,Aztec,45,San Juan,D-23-25N-08W,36.3909416,-107.6571426,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25853&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045258530000&GISReferenceSource=ArcGISOnline,A,OA,1984.0,1984-01-05 00:00:00+00:00,7110.0,7110.0,[19859] DUFERS POINT-GALLUP DAKOTA,2003-07-01 00:00:00+00:00,,{CC1D5E20-4721-4FC3-BB10-AD87B37D5728},POINT (-107.6571426 36.39094160000008)
102640,30-045-34107,BLANCO WASH 27 #002,O    ,Oil,A,Active,373495,Mustang Resources LLC,3,Aztec,45,San Juan,C-27-24N-08W,36.2907906,-107.672142,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-34107&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045341070000&GISReferenceSource=ArcGISOnline,A,OA,2007.0,2007-09-07 00:00:00+00:00,5610.0,5610.0,[42289] LYBROOK GALLUP,2019-09-06 00:00:00+00:00,,{2FBDCE22-5D67-4FA3-AE99-64300527D84A},POINT (-107.672142 36.29079060000004)
102875,30-045-26310,HORSEFLY #001,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,M-11-24N-08W,36.3233109,-107.6578064,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26310&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045263100000&GISReferenceSource=ArcGISOnline,A,OA,1985.0,1985-04-13 00:00:00+00:00,6041.0,6041.0,[19859] DUFERS POINT-GALLUP DAKOTA,2018-11-26 00:00:00+00:00,,{A196CC59-9BB8-4597-9E74-DD792EC19DA4},POINT (-107.6578064 36.32331090000002)
102908,30-045-35504,CHACO 2308 14E #152H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,E-14-23N-08W,36.2303429,-107.6590881,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35504&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045355040000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-04-14 00:00:00+00:00,10382.0,10278.0,[47540] NAGEEZI GALLUP,2018-04-19 00:00:00+00:00,,{7E5603FB-A5C2-4B81-BBD7-6056A36EE6F3},POINT (-107.6590881 36.23034290000004)
103033,30-045-26014,WILD HARE #001,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,D-11-24N-08W,36.3327827,-107.6576157,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26014&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045260140000&GISReferenceSource=ArcGISOnline,A,OA,1984.0,1984-07-29 00:00:00+00:00,7175.0,7175.0,[19859] DUFERS POINT-GALLUP DAKOTA,2018-11-26 00:00:00+00:00,,{435E7E20-1729-4A96-BE23-E25861AC3B45},POINT (-107.6576157 36.33278270000005)
103190,30-045-26162,WIT'S END #002,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,I-02-23N-10W,36.2541237,-107.8591843,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26162&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045261620000&GISReferenceSource=ArcGISOnline,A,OA,1985.0,1985-05-26 00:00:00+00:00,5018.0,5018.0,"[5860] BISTI, S-GALLUP (O)",1985-06-01 00:00:00+00:00,,{ED93B683-EEA1-434C-B52B-FC834260C17E},POINT (-107.8591843 36.25412370000004)
103230,30-045-26182,FAIRWAY #001,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,M-01-23N-10W,36.2505074,-107.8546982,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26182&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045261820000&GISReferenceSource=ArcGISOnline,A,OA,1985.0,1985-01-14 00:00:00+00:00,4960.0,4960.0,"[5860] BISTI, S-GALLUP (O)",1985-02-01 00:00:00+00:00,,{D06E87B8-B44C-464E-9764-ED4C8D109DEB},POINT (-107.8546982 36.25050740000006)
103235,30-045-28989,ALAMITO ANR FEDERAL #001,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,N-35-23N-08W,36.1782227,-107.6529083,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-28989&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045289890000&GISReferenceSource=ArcGISOnline,A,OA,1993.0,1993-10-02 00:00:00+00:00,5065.0,5065.0,[1039] ALAMITO-GALLUP (O),2011-01-03 00:00:00+00:00,,{2F49DADE-2639-4343-8D9F-544C17419668},POINT (-107.6529083 36.17822270000005)
103236,30-045-25981,WITTY #002,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,G-12-23N-10W,36.244133,-107.8449402,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25981&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045259810000&GISReferenceSource=ArcGISOnline,A,OA,1984.0,1984-06-09 00:00:00+00:00,5025.0,5025.0,"[5860] BISTI, S-GALLUP (O)",1984-07-01 00:00:00+00:00,,{7078F102-B3BE-46FD-9C63-C6881D09B592},POINT (-107.8449401999999 36.24413300000003)
103238,30-045-35518,ROADRUNNER #004G,O    ,Oil,A,Active,289408,"LOGOS OPERATING, LLC",3,Aztec,45,San Juan,G-02-24N-08W,36.3452682,-107.6492233,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35518&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045355180000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-04-05 00:00:00+00:00,7195.0,7138.0,[19859] DUFERS POINT-GALLUP DAKOTA,2014-03-10 00:00:00+00:00,,{4A489931-C15B-43B0-B1F0-92A32EA21EA9},POINT (-107.6492233 36.34526820000008)
103284,30-045-29287,CHAMP #009,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,O-01-23N-10W,36.250885,-107.8458405,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-29287&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045292870000&GISReferenceSource=ArcGISOnline,A,OA,1996.0,1996-02-27 00:00:00+00:00,4989.0,4989.0,"[5860] BISTI, S-GALLUP (O)",1995-10-16 00:00:00+00:00,,{778FB56D-F2E6-40F8-880F-41C19199EF60},POINT (-107.8458405 36.25088500000004)
103355,30-045-35527,LYBROOK M35 2308 #002H,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,N-35-23N-08W,36.1770821,-107.6554565,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35527&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045355270000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-10-06 00:00:00+00:00,10128.0,0.0,[1039] ALAMITO-GALLUP (O),2019-04-01 00:00:00+00:00,,{8C40DFF6-7404-4424-9825-DE9875CD896D},POINT (-107.6554565 36.17708210000006)
103463,30-045-25598,ZACHRY #052,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,O-35-29N-10W,36.6776161,-107.852356,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25598&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045255980000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-03-28 00:00:00+00:00,6168.0,6168.0,[2290] ARMENTA-GALLUP (O); [71629] BASIN FRUITLAND COAL (GAS),2017-08-01 00:00:00+00:00,,{7B90F3EE-F946-464C-AE36-3EA2944258BC},POINT (-107.852356 36.67761610000008)
103513,30-045-25194,ZACHRY #028,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,I-35-29N-10W,36.6801491,-107.8493118,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25194&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045251940000&GISReferenceSource=ArcGISOnline,A,OA,1981.0,1981-11-21 00:00:00+00:00,6150.0,6150.0,[2290] ARMENTA-GALLUP (O),2017-08-01 00:00:00+00:00,,{2B341F04-B435-4EF6-A1F1-A8BD285EFBCE},POINT (-107.8493118 36.68014910000005)
103597,30-045-33719,TURTLE MOUNTAIN 35 #003,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,F-35-24N-08W,36.2729034,-107.6543732,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-33719&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045337190000&GISReferenceSource=ArcGISOnline,A,OA,2007.0,2007-05-24 00:00:00+00:00,5724.0,5724.0,[42289] LYBROOK GALLUP,2019-07-01 00:00:00+00:00,,{1E380BF9-8ED4-492C-A456-E503E960AB6D},POINT (-107.6543732 36.27290340000008)
104156,30-045-25294,SOUTH BLANCO FEDERAL 26 #003,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,D-26-24N-08W,36.2906837,-107.6564102,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25294&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045252940000&GISReferenceSource=ArcGISOnline,A,OA,1982.0,1982-01-27 00:00:00+00:00,5675.0,5675.0,[42289] LYBROOK GALLUP,2019-04-25 00:00:00+00:00,,{2BDBAE7A-76D0-437E-9E4A-1A6C509DB7CF},POINT (-107.6564102 36.29068370000005)
104164,30-045-28968,PAR #001,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,A-11-23N-10W,36.246521,-107.8587952,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-28968&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045289680000&GISReferenceSource=ArcGISOnline,A,OA,1993.0,1993-11-16 00:00:00+00:00,4872.0,4872.0,"[5860] BISTI, S-GALLUP (O)",1994-02-09 00:00:00+00:00,,{3EE76242-69C3-414E-8BD5-974593AEFE2D},POINT (-107.8587952 36.24652100000003)
104269,30-045-25596,ZACHRY #054,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,M-12-28N-10W,36.6713982,-107.8528748,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25596&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045255960000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-04-11 00:00:00+00:00,6175.0,6175.0,[2290] ARMENTA-GALLUP (O); [72319] BLANCO-MESAVERDE (PRORATED GAS),2017-08-14 00:00:00+00:00,,{CB717D3C-6513-4131-A761-6759D29E2D40},POINT (-107.8528747999999 36.67139820000006)
104322,30-045-25474,ZACHRY #036,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,K-35-29N-10W,36.6804352,-107.8574677,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25474&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045254740000&GISReferenceSource=ArcGISOnline,A,OA,1982.0,1982-11-15 00:00:00+00:00,6060.0,6060.0,[2290] ARMENTA-GALLUP (O),2017-08-01 00:00:00+00:00,,{C09A14A6-D306-4A99-9754-F264B8EB98FF},POINT (-107.8574677 36.68043520000003)
104533,30-045-27234,DODD GEIGER #001,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,I-26-25N-12W,36.3694496,-108.0731201,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-27234&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045272340000&GISReferenceSource=ArcGISOnline,A,OA,1989.0,1989-03-03 00:00:00+00:00,4940.0,4940.0,[5890] BISTI LOWER-GALLUP (O),2017-12-06 00:00:00+00:00,,{21D39BB2-29EE-499C-B377-9FFB67424915},POINT (-108.0731201 36.36944960000005)
104909,30-045-27053,SQUASH BLOSSOM AFU STATE #001,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,O-36-24N-10W,36.2653008,-107.8458862,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-27053&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045270530000&GISReferenceSource=ArcGISOnline,A,OA,1988.0,1988-08-31 00:00:00+00:00,5200.0,5200.0,"[5860] BISTI, S-GALLUP (O)",2011-01-03 00:00:00+00:00,,{1B92294F-7F87-43F2-9D40-2F9646DD155D},POINT (-107.8458861999999 36.26530080000003)
105337,30-045-27343,OKTOBERFEST COM #002,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,L-36-24N-10W,36.2686043,-107.8536224,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-27343&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045273430000&GISReferenceSource=ArcGISOnline,A,OA,1989.0,1989-04-07 00:00:00+00:00,5120.0,5120.0,"[5860] BISTI, S-GALLUP (O)",1989-05-01 00:00:00+00:00,,{EFD95693-72E5-4DBF-946D-D941B6062E1B},POINT (-107.8536223999999 36.26860430000005)
105461,30-045-34096,BLANCO WASH 27 #001,O    ,Oil,A,Active,373495,Mustang Resources LLC,3,Aztec,45,San Juan,A-27-24N-08W,36.2900581,-107.6617126,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-34096&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045340960000&GISReferenceSource=ArcGISOnline,A,OA,2007.0,2007-10-04 00:00:00+00:00,5757.0,5757.0,[42289] LYBROOK GALLUP,2019-09-06 00:00:00+00:00,,{D91A572A-9463-4A44-8C45-4A9DD77D9A2D},POINT (-107.6617126 36.29005810000007)
105604,30-045-28163,SOUTH BLANCO FEDERAL 23 #003,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,O-23-24N-08W,36.2942238,-107.6483231,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-28163&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045281630000&GISReferenceSource=ArcGISOnline,A,OA,1990.0,1990-10-18 00:00:00+00:00,5721.0,5721.0,[42289] LYBROOK GALLUP,2019-04-25 00:00:00+00:00,,{A3D45F28-2DE0-4117-AE08-3C217D548743},POINT (-107.6483231 36.29422380000005)
105740,30-045-35563,CHACO 2308 11A #408H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,A-11-23N-08W,36.24774921,-107.6457156,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35563&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045355630000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-11-24 00:00:00+00:00,10898.0,10801.0,[97232] BASIN MANCOS,2018-04-19 00:00:00+00:00,,{F390D00A-483C-4208-B41A-25330EDB4275},POINT (-107.6457156 36.24774921000005)
105751,30-045-35494,ROADRUNNER #002X,O    ,Oil,A,Active,289408,"LOGOS OPERATING, LLC",3,Aztec,45,San Juan,H-02-24N-08W,36.3436356,-107.6457825,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35494&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045354940000&GISReferenceSource=ArcGISOnline,A,OA,2013.0,2013-11-28 00:00:00+00:00,7210.0,7160.0,[19859] DUFERS POINT-GALLUP DAKOTA,2013-10-17 00:00:00+00:00,,{1BB79153-109A-442E-B6BA-012800EAF63C},POINT (-107.6457824999999 36.34363560000003)
106077,30-045-25499,ZACHRY #041,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,O-12-28N-10W,36.6709557,-107.8446655,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25499&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045254990000&GISReferenceSource=ArcGISOnline,A,OA,1982.0,1982-11-30 00:00:00+00:00,5991.0,5991.0,[2290] ARMENTA-GALLUP (O); [72319] BLANCO-MESAVERDE (PRORATED GAS),2019-03-09 00:00:00+00:00,,{C69A9F5D-FE39-4126-BD75-8A13515D10DC},POINT (-107.8446655 36.67095570000004)
106274,30-045-35482,GOOD TIMES P36 2410 #002H,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,P-36-24N-10W,36.2668457,-107.8400421,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35482&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045354820000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-05-24 00:00:00+00:00,9310.0,0.0,"[5860] BISTI, S-GALLUP (O); [97232] BASIN MANCOS",2019-04-01 00:00:00+00:00,,{13A459E3-E829-40A6-9317-BEF0A47D774B},POINT (-107.8400420999999 36.26684570000003)
106324,30-045-26912,FEDERAL G #002,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,B-02-22N-08W,36.1748123,-107.6488724,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26912&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045269120000&GISReferenceSource=ArcGISOnline,A,OA,1988.0,1988-07-05 00:00:00+00:00,5000.0,5000.0,[1039] ALAMITO-GALLUP (O),2018-03-09 00:00:00+00:00,,{75106833-6768-4734-97EB-E10F8FD0A4E9},POINT (-107.6488724 36.17481230000004)
106526,30-045-35450,GOOD TIMES P36A 2410 #003H,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,P-36-24N-10W,36.2640228,-107.8420944,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35450&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045354500000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-06-16 00:00:00+00:00,9740.0,0.0,"[5860] BISTI, S-GALLUP (O)",2019-04-01 00:00:00+00:00,,{500153CC-0A55-4099-B8F0-92833886573D},POINT (-107.8420944 36.26402280000008)
106527,30-045-35449,GOOD TIMES P36A 2410 #001H,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,P-36-24N-10W,36.2640953,-107.8420563,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35449&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045354490000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-06-04 00:00:00+00:00,10294.0,0.0,"[5860] BISTI, S-GALLUP (O)",2019-04-01 00:00:00+00:00,,{7BCEA788-E95A-4C34-AD30-27E12189F277},POINT (-107.8420563 36.26409530000006)
106543,30-045-26133,SHOOFLY #001,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,C-14-24N-08W,36.3189926,-107.6548157,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26133&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045261330000&GISReferenceSource=ArcGISOnline,A,OA,1984.0,1984-11-24 00:00:00+00:00,5970.0,5970.0,[19859] DUFERS POINT-GALLUP DAKOTA,2018-11-26 00:00:00+00:00,,{A2DD6F0B-963D-4365-87C7-38AC2DE0081C},POINT (-107.6548157 36.31899260000006)
106550,30-045-28280,SOUTH BLANCO FEDERAL 23 #004,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,P-23-24N-08W,36.2941017,-107.6440277,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-28280&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045282800000&GISReferenceSource=ArcGISOnline,A,OA,1990.0,1990-11-05 00:00:00+00:00,5855.0,5855.0,[42289] LYBROOK GALLUP,2019-04-25 00:00:00+00:00,,{0D51BC72-EF2C-4696-9D84-985939AF0F00},POINT (-107.6440277 36.29410170000006)
106711,30-045-33718,TURTLE MOUNTAIN 35 #002,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,K-35-24N-08W,36.2689209,-107.6536484,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-33718&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045337180000&GISReferenceSource=ArcGISOnline,A,OA,2007.0,2007-06-11 00:00:00+00:00,5745.0,5745.0,[42289] LYBROOK GALLUP,2019-07-01 00:00:00+00:00,,{DCE2B785-3BB3-4AAF-ACAB-16418B204199},POINT (-107.6536484 36.26892090000007)
106840,30-045-35525,LYBROOK O35 2308 #001H,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,O-35-23N-08W,36.1768761,-107.6468506,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35525&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045355250000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-10-27 00:00:00+00:00,9980.0,4787.0,[1039] ALAMITO-GALLUP (O),2019-04-01 00:00:00+00:00,,{0111A4C3-E8B8-4F13-90B6-22121F188F75},POINT (-107.6468506 36.17687610000007)
